device_id,gender,age,group
3046283005449933072,F,32,F29-32
-600112335510486299,F,32,F29-32
-983202583406442308,M,49,M39+
-1747053034232978812,M,49,M39+
6704470259337086352,M,49,M39+
-8110590573323550208,M,27,M27-28
8812952496402296813,M,27,M27-28
-4180909691273676956,M,39,M39+
3757194268263848398,M,44,M39+
8972724755827915094,M,28,M27-28
5872751433926598539,M,28,M27-28
5984360076140395818,M,26,M23-26
257781765443106202,M,29,M29-31
-8292311372790969710,M,30,M29-31
-6652263279169694605,M,44,M39+
-5850931027728806539,M,42,M39+
6771907932999725458,F,39,F33-42
-1291783774303607104,M,34,M32-38
2342935210476000327,M,45,M39+
3789416089200717617,M,41,M39+
5046214378947170389,M,38,M32-38
-1723677152988878115,M,38,M32-38
1889350210787523303,M,38,M32-38
-4137417573903837639,M,27,M27-28
-7945768266546164298,M,28,M27-28
-751378736787991268,M,27,M27-28
8435786935475463689,M,37,M32-38
1634556075356260710,M,26,M23-26
-8771104024893742635,M,35,M32-38
-6641737705070732676,M,21,M22-
6006789283629709188,M,31,M29-31
6188200137122980810,M,33,M32-38
3782647005150765856,F,34,F33-42
2696778284798479916,M,27,M27-28
-7545532417211373489,M,50,M39+
-4369263341293025209,M,37,M32-38
4623552728280060275,M,31,M29-31
7718783854344130620,M,31,M29-31
-184785697990628334,F,30,F29-32
-1439826470334513728,F,24,F24-26
-6303536989265096830,M,30,M29-31
5002756065678092980,F,24,F24-26
2433176135096710480,M,30,M29-31
770016652790852144,M,30,M29-31
6457620245539621319,M,35,M32-38
-3743745956660896711,M,48,M39+
-5510302652397467303,F,19,F23-
1117727652759324385,F,35,F33-42
-5035859461439633234,F,32,F29-32
4963348570238922413,M,37,M32-38
-7662680143427043272,F,29,F29-32
7975299013407918303,M,27,M27-28
3646419081994951319,M,36,M32-38
-1405385621621671952,M,38,M32-38
-4500861638138300515,M,32,M32-38
1291919194063360223,F,25,F24-26
-961273757489382190,F,37,F33-42
-4922809210596215447,M,33,M32-38
8065103951149653362,F,30,F29-32
-1434493663349698742,F,30,F29-32
5263996500260012607,F,30,F29-32
1492063010566727258,M,17,M22-
2739321140931681355,M,33,M32-38
-8890648629457979026,M,33,M32-38
8775834359983210606,M,23,M23-26
3760975518317778190,M,30,M29-31
5382885354668220511,M,38,M32-38
-2875925823345821097,F,40,F33-42
5877253541217516637,F,26,F24-26
-4668081300606736319,F,26,F24-26
-7672182922623779800,F,39,F33-42
-9083800803990790981,F,39,F33-42
-7198330325016391351,F,39,F33-42
3554072673305361015,F,39,F33-42
-3886119002132281736,F,39,F33-42
7736554997212980445,F,39,F33-42
6016532410541635127,F,21,F23-
7535389372570719370,F,21,F23-
7723962124621606494,F,30,F29-32
-2979134488728982004,F,31,F29-32
-5407999411981080226,F,24,F24-26
-9148401535743250688,F,35,F33-42
8454968735702693995,M,27,M27-28
5020198772296204137,F,33,F33-42
5227910761266049042,M,29,M29-31
3714169398473511337,M,28,M27-28
-2983530749966340677,F,19,F23-
-681122405657037139,M,37,M32-38
-3270737798140748416,M,34,M32-38
8822558663411429158,M,42,M39+
5156994628113028148,F,30,F29-32
-1623768561885042819,M,37,M32-38
-2735309699225827140,F,33,F33-42
-1167963404468692050,M,45,M39+
-2197987823262659454,M,28,M27-28
-2334908536803040162,M,28,M27-28
1349107068096452099,M,28,M27-28
-5548926102499136532,M,26,M23-26
1572264138906446220,M,26,M23-26
-2212110328582880244,M,28,M27-28
-3924793579048328759,M,42,M39+
5515343227498643309,M,37,M32-38
7007287074165567507,F,34,F33-42
3604926027375146781,M,30,M29-31
-1181986179610116178,M,30,M29-31
-3693510914308259877,M,60,M39+
2055451074531897134,M,39,M39+
3931021189773670671,M,46,M39+
-4275856051710169783,M,46,M39+
2700117713970805237,M,46,M39+
529152675678901889,M,34,M32-38
4653958383520749854,F,23,F23-
2847241410423043377,M,31,M29-31
-5403292110141739826,M,29,M29-31
-4490457559861910569,F,39,F33-42
-1263924537673370279,F,37,F33-42
-7892544198506437059,F,31,F29-32
1425849567544597898,F,50,F43+
5417741638622137164,F,50,F43+
655081351125474400,F,33,F33-42
-3677147555561746002,M,28,M27-28
-158092153856239715,M,27,M27-28
6755972118368646812,M,31,M29-31
-276377358485182966,F,44,F43+
186358008969161121,M,24,M23-26
-7449767295479387421,F,34,F33-42
-2949298156915407363,F,46,F43+
-6522242549515042018,F,45,F43+
-3869409903647768681,M,30,M29-31
748150997963606320,M,30,M29-31
-8214201094316586408,M,30,M29-31
-7292690405723733215,M,32,M32-38
-3744568869924308340,M,32,M32-38
6411771187935399981,M,32,M32-38
1423234368149389433,M,32,M32-38
7342732777553944830,F,27,F27-28
-796174197446536999,M,27,M27-28
6428543206524510136,M,27,M27-28
-5429367997055113252,F,24,F24-26
-4872770919011542867,M,28,M27-28
8550768905715061445,F,43,F43+
-4905740164213427647,M,28,M27-28
236977955407185,M,28,M27-28
914443636894590489,F,37,F33-42
-2417990733623066693,M,27,M27-28
-5953322652408381987,F,29,F29-32
1122337224297785174,M,20,M22-
-7562843305827535867,M,30,M29-31
-6835093987258709729,M,26,M23-26
-6807987256805226917,F,33,F33-42
-1423153077574539591,M,28,M27-28
-5265283475403596637,F,26,F24-26
5051629063011692370,M,37,M32-38
379081891824559225,F,26,F24-26
7399674231439607870,M,22,M22-
-5636977151948502219,M,33,M32-38
-1758432650512924626,M,27,M27-28
-2727418002371401245,F,31,F29-32
733401428009811928,M,47,M39+
8212383935938385529,M,52,M39+
2591656794353762507,F,30,F29-32
-7402705841398433073,F,35,F33-42
8732188245616379406,F,35,F33-42
308087972576109438,F,35,F33-42
-115609214824667791,F,35,F33-42
-5120929110568101191,F,45,F43+
4376580640114497610,M,19,M22-
709574505327563978,M,31,M29-31
-8924433814542842237,F,37,F33-42
-4789904371226537305,F,30,F29-32
-3124990984353851942,M,31,M29-31
-4321426876535242468,M,39,M39+
4009338136080835278,M,39,M39+
8571471759179428048,M,39,M39+
-131138641543237562,M,39,M39+
-6649632701236997520,F,37,F33-42
1194879256761573879,F,37,F33-42
-2553335248480650666,M,28,M27-28
266428041077881526,M,58,M39+
2944480501515139061,M,34,M32-38
336425008979990785,F,20,F23-
5918919688279205108,M,21,M22-
8849851855119257366,M,33,M32-38
-1216315748606284438,M,33,M32-38
2221291566256684494,M,31,M29-31
-6889435335576348497,M,46,M39+
5624470799333426051,M,38,M32-38
-4211328190125118171,M,27,M27-28
1271843686506520171,M,45,M39+
-1708363342179894636,F,29,F29-32
-879421693398218642,M,27,M27-28
-8588122826703821275,F,30,F29-32
-8112391795526595489,F,29,F29-32
-4331780441902964302,M,21,M22-
3591582174886078092,F,19,F23-
68493118058911116,F,37,F33-42
-7455585876445538670,M,21,M22-
-5339153021470826657,M,21,M22-
-7976384174516101653,F,53,F43+
5299920030040459288,M,29,M29-31
-9118749350345620696,M,47,M39+
3280206363835379080,F,28,F27-28
-4178977435473792640,M,45,M39+
3550005215462472829,M,40,M39+
-9058976870986022312,M,41,M39+
8312825098038568202,F,18,F23-
-6538603324945829350,M,44,M39+
-3204699835818208123,F,27,F27-28
-7851196375760973162,M,48,M39+
6396145676212314948,M,39,M39+
-1440930919644754338,F,68,F43+
3958919743968063579,F,23,F23-
-4457016750917245005,F,48,F43+
-7027527173711457561,F,48,F43+
-791317265430085370,F,48,F43+
4279275162561368248,F,48,F43+
-2671470757333747776,F,48,F43+
8587317723692854987,F,48,F43+
-2338576936132893929,F,48,F43+
-8878606963849223933,F,48,F43+
-1927488166068488759,M,18,M22-
-7115644725462158124,F,34,F33-42
2147347041323177749,F,27,F27-28
-7494879861300825389,M,34,M32-38
-3980292288746327612,M,25,M23-26
-9016960385461876568,M,26,M23-26
-6303177071002367709,M,26,M23-26
3229772384005360698,M,35,M32-38
6811094833564738313,M,32,M32-38
-8200149417288271310,M,20,M22-
-4486267280836118457,F,21,F23-
-5848135568183204452,M,32,M32-38
-787434154767049675,M,29,M29-31
-6285480494222043571,M,58,M39+
-5412137942243144562,M,60,M39+
1458189854976543839,M,45,M39+
-9038159229473838200,F,45,F43+
6363330337729687291,F,35,F33-42
-5177622983441099217,M,46,M39+
-518155467507673630,M,21,M22-
-9054483768151587138,M,26,M23-26
-5511929829284005434,M,21,M22-
-3458691648018069781,M,33,M32-38
-6031885361241795546,M,37,M32-38
-8122232684934691765,F,45,F43+
9165259934784528218,M,18,M22-
1529903963536416558,M,21,M22-
-9111513492628746483,F,34,F33-42
-5091348860188212150,M,26,M23-26
151018840570010594,F,28,F27-28
-3565807419924252503,M,38,M32-38
5070588950570035765,M,33,M32-38
8354386312605755048,M,30,M29-31
-8351358658915294277,M,23,M23-26
-6546564963534254403,M,29,M29-31
3484361259153610104,M,44,M39+
7921873708050225641,M,23,M23-26
652784178691057126,M,43,M39+
-7189693875450739413,M,32,M32-38
7134232559018630933,F,21,F23-
118479709959258598,M,26,M23-26
-4504163039770730915,F,41,F33-42
-3370102451868738530,F,41,F33-42
-129678648818905780,M,42,M39+
-2204293955805867710,M,21,M22-
-2016085516988512590,M,23,M23-26
-2506981297138705146,M,27,M27-28
-6417730417140154545,F,28,F27-28
-3413396724143176008,F,18,F23-
2108611621053672171,F,44,F43+
5327794373931205776,M,62,M39+
-840609652861879050,M,33,M32-38
-4259554232128882348,M,33,M32-38
-9146483713676011711,M,25,M23-26
5826348067262505642,M,35,M32-38
-5713383988893523393,M,29,M29-31
-3422111932792636828,F,43,F43+
805873577956008991,M,43,M39+
2479942728827170356,M,43,M39+
2669923346404749267,M,40,M39+
-5864182248855321635,M,25,M23-26
-2042650907447708897,F,29,F29-32
5915013779517192527,M,47,M39+
3211949165699689737,F,53,F43+
-6081752230813031527,F,53,F43+
-2409361082537201876,M,25,M23-26
1405799100975888890,F,37,F33-42
7572499575442254881,F,21,F23-
4623117835923720637,M,21,M22-
7927969861936741257,F,45,F43+
8420887394961014204,F,45,F43+
6002779967114354796,F,22,F23-
546954016634033499,F,23,F23-
-5656435209017620783,M,36,M32-38
8614049526845325320,F,27,F27-28
-5970843403505214179,M,40,M39+
7210818233017769051,M,40,M39+
-3338833860327604647,M,40,M39+
-6918630685088561879,F,41,F33-42
-1735404619164381273,F,28,F27-28
-287692788876941441,F,30,F29-32
1723412629110804826,F,38,F33-42
6612152159490844864,F,38,F33-42
-5434305103033587755,F,30,F29-32
-7118761105630608920,M,27,M27-28
2839841140455369699,F,32,F29-32
5263107935497424145,F,30,F29-32
9201172460464899700,F,30,F29-32
-2105210187498089011,F,22,F23-
-8075322638123131386,F,23,F23-
2687831500740052782,F,23,F23-
-5720060243029297058,F,26,F24-26
-558062446017338056,M,55,M39+
7437888938658808101,F,24,F24-26
-1174488379646346098,M,34,M32-38
-5084813528173564505,M,24,M23-26
-7066478136355027981,F,35,F33-42
-2691600293074509838,M,42,M39+
-7920986025933282577,M,27,M27-28
-7704602685482976278,M,40,M39+
4951418908448149771,M,35,M32-38
7320306496880931892,F,36,F33-42
698881834171455878,F,26,F24-26
-6109026580019851134,M,28,M27-28
4657075935709838801,M,27,M27-28
8985741071854741502,F,25,F24-26
1618542423226361913,M,36,M32-38
8353373829203601928,F,45,F43+
-2316820301264865281,F,33,F33-42
-4624086147826174397,F,26,F24-26
-6444684218055198427,F,29,F29-32
9038478975364415445,M,31,M29-31
7887183357844834506,M,22,M22-
8788434484488757924,F,31,F29-32
-334304831820011707,F,35,F33-42
-2010827395158634246,F,35,F33-42
5385349694525775049,F,26,F24-26
7028637697290796003,M,29,M29-31
4095432310239830087,F,61,F43+
-6476486144331420361,F,79,F43+
-8245807954961570850,M,29,M29-31
-6862999198122149419,M,25,M23-26
-8856151922206545006,M,43,M39+
1956784595276375847,F,34,F33-42
5947379058112629143,F,26,F24-26
7336523103515966909,M,35,M32-38
1676931246256232009,M,33,M32-38
-8775869361605414916,M,33,M32-38
-8604662774549943225,M,33,M32-38
-9100326851490547634,M,47,M39+
9009843084888037556,M,41,M39+
6529319506937676674,M,38,M32-38
-8203285375045172790,M,27,M27-28
1325870484053481296,M,27,M27-28
-2982798867170647395,F,23,F23-
8926388079602249258,F,23,F23-
7759023729938569254,F,23,F23-
3832318121318795025,F,25,F24-26
-2286612134508849444,F,43,F43+
4534279115685957427,F,28,F27-28
1454401518563771302,F,28,F27-28
3057343097722165555,M,38,M32-38
7908393528643933039,M,35,M32-38
-9134599815244445031,M,23,M23-26
7297174123091496530,M,57,M39+
6448365132123093541,M,37,M32-38
-4368580467267019652,F,52,F43+
4568256290584311111,M,33,M32-38
-4265544575433649939,F,44,F43+
7318987290192236931,F,33,F33-42
-4753143376592325625,F,51,F43+
8364786637142488538,M,38,M32-38
-2118882845746128062,F,45,F43+
-4977483610180622896,M,51,M39+
-3671021232289735757,M,51,M39+
-7205098341649976161,M,43,M39+
7559345344030895888,M,44,M39+
1140806223881864033,F,46,F43+
-7493663524343265038,M,51,M39+
-1568199433565535561,F,55,F43+
-7710502781029142301,F,55,F43+
-6639847214846621368,F,31,F29-32
5587363776946808595,M,22,M22-
2625399517854400418,M,48,M39+
-9013012979339190576,M,34,M32-38
873525094626927649,M,50,M39+
-8689796908582387006,M,30,M29-31
1705516018375450746,M,32,M32-38
7669561222854886422,F,44,F43+
7962889160288743559,M,49,M39+
-2346171455676390785,M,34,M32-38
6087658991573526453,M,19,M22-
-3406269626948760023,F,49,F43+
-1612435023113412479,M,24,M23-26
-8494349511781250643,M,32,M32-38
4297903933841905585,M,32,M32-38
-3775981971307812843,M,32,M32-38
7210452344296081695,M,45,M39+
-7442042112235763883,M,33,M32-38
-6469805712861045653,M,33,M32-38
-6477752150050837373,M,80,M39+
8733057054040907410,M,26,M23-26
-5135314437796167011,M,30,M29-31
1015071074848087108,M,30,M29-31
3793320861163519142,M,30,M29-31
-3613961409685858849,M,24,M23-26
5729715549305486347,M,24,M23-26
1310232662738797151,M,30,M29-31
-4659689692383529503,M,25,M23-26
-8242738239296494429,F,31,F29-32
-6876117901019242504,M,36,M32-38
3912178357351233778,M,28,M27-28
-3530650226457192230,M,34,M32-38
6709457174107015351,F,29,F29-32
4290565547833952745,F,29,F29-32
7471630308477698053,M,41,M39+
-1858317955030091290,F,26,F24-26
3386232988305718284,M,37,M32-38
-6231115486168626090,M,54,M39+
-7748328621764224760,M,22,M22-
-2567271603196484388,M,22,M22-
-8607991275840601389,F,39,F33-42
-8153343000646777884,F,51,F43+
-4785405926007170068,M,39,M39+
-4951794518770736221,F,24,F24-26
231330773352868345,M,30,M29-31
838198882729884383,F,32,F29-32
-4417843078588822260,M,25,M23-26
-784992455794419690,M,25,M23-26
-8861397240237281813,M,30,M29-31
-2247343402751976434,M,43,M39+
46662671725091490,M,22,M22-
-7189380879449493298,M,22,M22-
-8538333663613303418,M,46,M39+
8650236018982959698,M,25,M23-26
5827744415758815171,F,33,F33-42
-6823937260864836071,M,34,M32-38
-8736888537552483853,M,41,M39+
6878657208197415872,M,20,M22-
4694343888811193214,M,17,M22-
-5247503671997807283,F,48,F43+
3956076495422122755,F,43,F43+
-2342394144021922548,F,45,F43+
6509130909223060542,F,45,F43+
8992022736050875471,M,52,M39+
8934008579664134319,M,31,M29-31
-4964938036618843405,M,31,M29-31
7006660142139938076,F,24,F24-26
8096609907250815127,M,35,M32-38
3854847327404823999,F,50,F43+
1836079360491306848,M,26,M23-26
1055204045525943128,M,32,M32-38
-7614046338908976151,F,43,F43+
-8245326936262484964,F,28,F27-28
-3370100939718913021,M,46,M39+
8060921972950060409,F,18,F23-
-5631481947042992343,M,31,M29-31
-5457930437428616450,M,28,M27-28
5009841251599225431,M,21,M22-
-1150042947961148872,M,54,M39+
-738460817257582275,M,38,M32-38
6980762357524677421,M,20,M22-
-7688031598666283125,M,21,M22-
-1889071831877535206,M,34,M32-38
-9345402369853267,M,21,M22-
-7532738469450207925,M,28,M27-28
4376221300895691848,M,31,M29-31
-1652631188102367087,M,31,M29-31
4755416889581172684,F,27,F27-28
-3907108608515543686,M,28,M27-28
6662334433897642106,M,25,M23-26
6374348363178450098,M,34,M32-38
-8552278802939132943,M,34,M32-38
706314013145076324,M,27,M27-28
-7849091866752617696,M,24,M23-26
-691919970541804854,M,34,M32-38
2162500340965449462,F,27,F27-28
-6987683152825327616,M,28,M27-28
-452169739150685211,M,32,M32-38
-830562640267233965,M,32,M32-38
-5142662416574262381,M,32,M32-38
-997433300023995314,M,27,M27-28
-8883185524578375509,M,27,M27-28
8242520164546053893,M,27,M27-28
-2928500927843937639,M,31,M29-31
6059534557166064587,M,29,M29-31
2258871478497110110,M,39,M39+
3295221041201224000,M,38,M32-38
-3036206482531652598,M,38,M32-38
-156930750604969642,M,40,M39+
-1445701656926503194,M,20,M22-
-4150546931496160058,F,31,F29-32
4595029411961101535,F,31,F29-32
-8351428020145447787,M,36,M32-38
-2062799893061820994,M,26,M23-26
8554396365381681362,M,25,M23-26
-1701651955475860940,F,35,F33-42
-1161795984779073860,F,21,F23-
-1968066306442192158,M,34,M32-38
2412310585087386202,M,27,M27-28
924929193129970761,M,27,M27-28
-9109604759270375795,F,16,F23-
-7906655231348132883,F,33,F33-42
7638382835046996335,F,55,F43+
2381381454015027966,M,46,M39+
-9112465847452912016,M,36,M32-38
6840602561042058020,M,46,M39+
-2599533293483880556,M,79,M39+
-2561193968627368263,F,32,F29-32
-8252039985461450720,F,29,F29-32
3275528243784328617,M,27,M27-28
-8478527565423752281,F,20,F23-
-2226471920658110405,M,20,M22-
-7941204679179277863,F,48,F43+
-3169313454777784107,F,37,F33-42
-7630935364203568420,M,24,M23-26
-8516488608475698301,M,24,M23-26
-1520440164380752284,M,30,M29-31
5608509941707308606,F,25,F24-26
8653512671281236184,F,25,F24-26
-7146061580604001090,M,28,M27-28
-7020086663697137359,F,30,F29-32
-7167684631573852144,M,21,M22-
-1903331747612771176,F,59,F43+
-6840098873663555405,M,27,M27-28
7381924302848249165,M,51,M39+
-2154542589639678038,M,51,M39+
3440669347875954654,F,41,F33-42
-2001816208818807676,M,33,M32-38
7268685055200180461,F,43,F43+
-5799135276787690729,M,60,M39+
-2170252216304225577,M,60,M39+
5065074444366917766,M,65,M39+
1104193436649215263,M,44,M39+
5881194986630533774,M,36,M32-38
5298725061549371422,M,24,M23-26
5443640434450692734,M,29,M29-31
8063835047407884590,M,23,M23-26
4220831286466675663,F,20,F23-
-7655930687036570243,M,26,M23-26
-3782068741432959587,M,25,M23-26
1318030388324300011,M,25,M23-26
405030845267366355,F,46,F43+
1371315765904097441,F,42,F33-42
-5662754009632251413,F,46,F43+
-2541967852913571538,M,40,M39+
-4951906556716744156,M,40,M39+
-5739502592740039154,M,37,M32-38
-1024895910045710031,F,24,F24-26
6406244904586145668,F,24,F24-26
-4928949026259802260,M,42,M39+
-1928942768071542538,M,58,M39+
-1529048476266449480,M,33,M32-38
5476327049728734028,F,43,F43+
-5774372977529105993,F,29,F29-32
1913284683869378900,M,28,M27-28
-609654747637122070,M,31,M29-31
8662127353269954000,M,40,M39+
-8757208645596597186,M,30,M29-31
3354396334733973443,F,41,F33-42
4469634258059766304,F,59,F43+
-8126952228628551404,F,34,F33-42
-6272242705465492984,F,35,F33-42
1911649547002763058,M,52,M39+
8355109906960320325,M,52,M39+
6550640182327097839,M,38,M32-38
7352062601098090044,M,25,M23-26
-9075127069976071703,M,25,M23-26
-5043116796857043769,F,35,F33-42
-5880149333388875674,F,53,F43+
8981687837494377593,F,53,F43+
6684339948231190228,M,26,M23-26
-4933887922237875496,M,33,M32-38
3087866033863281709,M,31,M29-31
-8939375088504041450,M,50,M39+
1094763817833205017,M,29,M29-31
-7741414828941483515,F,29,F29-32
5839241523709253965,F,25,F24-26
8453475076171646060,M,21,M22-
3647145956001064088,M,31,M29-31
6885681748171080835,F,48,F43+
-4410831807304318184,M,25,M23-26
-3773147072843741876,M,35,M32-38
-1807123000833496086,M,35,M32-38
3741123179049142202,M,35,M32-38
3080026151643022995,F,21,F23-
-9112317076499820110,M,22,M22-
1358101952500860978,M,30,M29-31
4498882947408312400,F,33,F33-42
-3463446809456185458,F,31,F29-32
76368624506519920,F,30,F29-32
-4061988125057470950,F,61,F43+
-7256584928501886075,M,42,M39+
-4354191030667573043,M,62,M39+
7383231527124005955,F,25,F24-26
5081050491228096058,F,37,F33-42
-8344197212373023096,M,23,M23-26
6929242545616099083,F,26,F24-26
-7908725140471339457,M,27,M27-28
-8329199676085359639,F,31,F29-32
879339826179272826,M,35,M32-38
-2025459823973983297,F,27,F27-28
3277865503337823975,M,21,M22-
990365038492292926,F,35,F33-42
-4887297848790626242,F,35,F33-42
-7030420875941736543,F,21,F23-
2784304686841133311,F,40,F33-42
7040576318567338180,F,30,F29-32
-3936169945713061050,F,25,F24-26
5204362096128786601,F,35,F33-42
-6090896903984553435,F,25,F24-26
5448278720253935864,F,20,F23-
983343564918559987,F,38,F33-42
4254474276333706266,M,27,M27-28
3523419362265348000,M,35,M32-38
-5493767080686006511,M,33,M32-38
-7202237584788586013,M,33,M32-38
-1965631616180925471,M,33,M32-38
-3723545700847492211,M,33,M32-38
-2904987504161681401,M,33,M32-38
-493496675114198541,M,25,M23-26
-2012834762587979384,M,30,M29-31
1967564174488520212,M,18,M22-
4060182848933086377,M,28,M27-28
6592357902769976111,M,28,M27-28
8986178529983322937,M,31,M29-31
-7606900513412650523,M,35,M32-38
1438121278439502102,M,28,M27-28
5275658402969823058,M,48,M39+
2979119085376959756,M,27,M27-28
-2651747853753349415,M,52,M39+
4649648887295510042,M,52,M39+
4562892719440674560,M,52,M39+
-46757087305411747,M,31,M29-31
-1025301595256043113,M,37,M32-38
-357261216030690711,F,27,F27-28
-6767092287843579432,M,40,M39+
3553723893350245645,F,21,F23-
-7848859493901439726,F,34,F33-42
-1945035485761929247,F,43,F43+
-6689616439140587409,M,34,M32-38
2338121842016221918,M,35,M32-38
-3388801107282671322,M,19,M22-
-7145929372512067242,F,23,F23-
-3394496809321550383,M,25,M23-26
1587223555512380256,M,27,M27-28
-662473620972805742,M,21,M22-
-8434201128702214219,M,28,M27-28
6292701855729178655,M,27,M27-28
8079721660814228499,F,35,F33-42
6786739904364644488,F,23,F23-
8993988524078691648,M,26,M23-26
2536603342729366140,M,23,M23-26
1411720081648492032,M,23,M23-26
-4530136216827950452,M,30,M29-31
3202052392042988762,F,25,F24-26
5229087858803110886,F,25,F24-26
4231973689799718991,M,29,M29-31
-1008024264391409607,F,34,F33-42
-2059146772713464507,M,37,M32-38
8043894544912100997,F,27,F27-28
5431147717636511761,F,37,F33-42
3723668225963251575,M,31,M29-31
4631561348129967297,M,35,M32-38
-2033308548262102399,M,45,M39+
-6070636662959961888,M,30,M29-31
4933802666373562996,F,34,F33-42
-4826232443914896975,M,25,M23-26
-6343991204799956561,F,24,F24-26
167000298301510519,F,20,F23-
-2104282943635898244,F,26,F24-26
5782792084842714618,M,23,M23-26
1917681319120122592,F,35,F33-42
577323920524114877,M,28,M27-28
5936926660146499398,M,29,M29-31
2780152962481900273,M,61,M39+
5812054353783064793,F,32,F29-32
8171467448619828027,F,36,F33-42
-2097553668785582049,M,21,M22-
5962688309038729794,M,27,M27-28
-2463136464256589310,M,34,M32-38
-1035399994189693297,F,45,F43+
793217859169918970,M,52,M39+
-6760508332462864786,M,26,M23-26
-6082516123122226285,M,31,M29-31
-6822397040747760631,M,31,M29-31
3588121063548342850,M,37,M32-38
-1908169244541304803,M,37,M32-38
4076588789142060621,M,37,M32-38
-6576694145385950146,M,23,M23-26
-84473934059013187,M,25,M23-26
2545616425977538421,F,32,F29-32
4008139742929319732,M,37,M32-38
-4334344903191055240,M,29,M29-31
-4343277377568081738,M,61,M39+
-5333400771633151560,F,52,F43+
3998923976944394759,M,25,M23-26
-316694199138032157,M,26,M23-26
-5819546061387967186,M,26,M23-26
1660857463872172252,M,29,M29-31
6739644275306635689,F,31,F29-32
7845384439349145842,F,32,F29-32
-3380169406405382407,F,32,F29-32
2033306778440669345,F,32,F29-32
1469341925550399692,M,62,M39+
5902748225089144689,M,26,M23-26
-1745250901850507420,F,30,F29-32
8590872751350109755,M,37,M32-38
-2731883552826933384,M,53,M39+
-8023122328708021899,M,25,M23-26
-110325112860679420,F,27,F27-28
1769010657672378964,F,30,F29-32
-3713738515998369186,F,27,F27-28
123706494565281080,F,22,F23-
1870999384537139144,M,46,M39+
2107076536482066548,M,26,M23-26
7954306668932586708,M,36,M32-38
-7578286334130593717,M,40,M39+
9106576182345055222,M,28,M27-28
-6527961207299915149,M,24,M23-26
-4932625531277503048,F,39,F33-42
-907236922457457051,M,17,M22-
-4439966142006385253,M,17,M22-
3176414590598634186,M,39,M39+
3507272187263156672,F,50,F43+
2009331557751836347,M,47,M39+
2822378411309370429,M,31,M29-31
-2939192247333962885,M,31,M29-31
4748025945631684867,M,38,M32-38
5247647703158766590,F,29,F29-32
-6166652337683524581,M,44,M39+
3523227724236443378,M,47,M39+
-340886836480008747,M,47,M39+
-6965815336508135103,M,47,M39+
5863692484705743107,M,22,M22-
-6620874633044546579,M,30,M29-31
9025286250617458605,M,33,M32-38
2425059311822281081,M,33,M32-38
-5970117601639281854,M,57,M39+
-1144996010691901097,M,23,M23-26
7948425282699934415,M,23,M23-26
4145139388274294428,M,31,M29-31
-497517485970724987,M,31,M29-31
-2510757959982132160,M,31,M29-31
-6673939465346583503,M,25,M23-26
-7663104449661811500,M,27,M27-28
-6154883655483416181,M,26,M23-26
-5703615487676348965,M,23,M23-26
2310082544143383163,F,21,F23-
221477751334256268,F,21,F23-
-6990905412725649676,M,47,M39+
-5789391369062174406,M,20,M22-
-4467757592816780350,M,22,M22-
-2150188557251834161,M,22,M22-
-6906421708935434549,M,22,M22-
3863984471417143142,M,22,M22-
7217123060546802196,M,23,M23-26
-6128733034066963261,M,23,M23-26
-4844971740161816837,M,23,M23-26
1415277260615531414,M,29,M29-31
-889753773932834240,F,26,F24-26
9120165290057634173,F,26,F24-26
3038993842446690740,F,26,F24-26
5685980569983088020,F,26,F24-26
-7651256295169890340,F,26,F24-26
2709999652142575029,F,26,F24-26
2292794061987914584,M,22,M22-
1651880675476948113,F,25,F24-26
5342238683634132212,F,66,F43+
4449330685090455491,M,26,M23-26
-6423999251749150428,F,41,F33-42
1888777020359922191,M,19,M22-
5327375359277073958,M,33,M32-38
-184269636597995620,F,20,F23-
-4704841842748702993,F,29,F29-32
8049949261392005062,M,25,M23-26
-1408330101880453510,M,31,M29-31
3110759575154464242,F,30,F29-32
-8411267487932271383,M,38,M32-38
-5476276785582321157,M,57,M39+
-6632362345414540442,F,62,F43+
-2860780093227664005,M,20,M22-
2635834801405063792,F,62,F43+
-8085358639517252341,M,29,M29-31
8317353636800489107,F,20,F23-
-3599160425194811239,M,24,M23-26
6783002332948790742,F,21,F23-
3918059844173638099,F,24,F24-26
-7546275281578754138,M,28,M27-28
-5737711494192438991,M,17,M22-
7707706912722633278,M,27,M27-28
-7627098358305685229,F,35,F33-42
-1338164519679457448,F,35,F33-42
-3316844328149016584,M,31,M29-31
8511019724937993219,F,22,F23-
1851869629561710548,M,36,M32-38
-737846161472626068,M,27,M27-28
4538214228005486657,M,27,M27-28
6396060170617819948,F,48,F43+
997893466461332786,M,46,M39+
3288877268721301048,M,20,M22-
-5091789104342023680,M,20,M22-
-2753596658166776986,M,29,M29-31
7862021373548630664,M,34,M32-38
4244396829447205744,M,34,M32-38
-2967876525796152619,M,35,M32-38
-5646077531399306674,F,26,F24-26
-2776002990396404397,M,26,M23-26
2711133769041755023,M,34,M32-38
-4597682319004892128,M,39,M39+
-9196670505003942717,M,39,M39+
9125896648976328820,F,25,F24-26
6243535187665562455,F,27,F27-28
-3351044937394558164,M,42,M39+
8279710892867460990,M,35,M32-38
1144734319603515544,M,28,M27-28
-2368146448077646430,M,81,M39+
-5309102820262242585,M,32,M32-38
