RESOURCE,MGR_ID,ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE,ID,ACTION
94167,61948,118163,118164,117878,119192,123881,119184,119194,30621,1
90955,70142,117902,117903,118635,159787,118959,119695,159789,3739,1
86245,5509,117961,118386,123454,119962,168365,118205,119964,8760,1
45337,4713,117961,118052,120398,122067,164160,118424,122069,31859,0
30837,43994,117961,117962,118791,307024,306404,118331,118332,6178,1
45342,96704,117910,117911,117884,117879,117886,19721,117880,13508,1
28327,21824,117961,118446,118684,117905,117906,290919,117908,25366,1
35793,133801,119062,119091,118535,118451,130134,118453,118454,14204,1
79121,2395,117961,118300,123055,118728,301534,118295,118730,27370,1
42479,30872,117916,118011,118599,179731,118247,117887,117973,27440,1
44655,2837,118887,118888,118631,120344,303717,118424,120346,2226,0
45519,770,117961,118300,119181,118747,130134,118453,118749,2534,1
2642,2649,117961,118413,120526,117905,240983,290919,117908,13811,1
391,48701,117926,117927,117884,117879,117886,19721,117880,3336,1
18072,46472,117961,119256,120943,118995,119235,292795,118997,27451,1
31441,4375,117961,118343,128113,118826,257115,118424,118828,554,1
73194,3800,117961,118225,118403,117905,240983,290919,117908,5663,1
43735,3077,117961,118300,120312,118361,118362,118363,118364,15767,1
4675,88570,117961,118413,120370,117905,117906,290919,117908,23670,1
33154,158757,120342,120343,118395,118396,266864,118398,118399,23828,1
79092,5196,117961,118052,121949,118207,127292,270488,118209,15874,1
78180,52356,117902,117903,119824,117905,117906,290919,117908,9363,1
34861,3152,117961,118386,121961,119351,257510,3130,119353,25057,1
16319,1483,117961,117962,118840,118841,118842,118643,118843,8778,1
28855,14810,117961,118413,120370,122551,123475,118762,122552,16746,1
78383,19829,117961,118386,118896,118784,121873,290919,118786,14982,1
78849,71171,117961,118386,123844,118321,117906,290919,118322,26089,1
25231,1276,117902,117903,118507,118863,120991,118398,118865,13066,1
39395,18686,117961,118386,128823,118321,117906,290919,118322,31419,1
1041,1080,117961,118327,118378,120952,120953,118453,120954,2727,1
39264,15555,118256,118257,117945,118274,118806,292795,118276,6913,1
36208,2594,117961,118300,120410,128230,302830,4673,128231,13441,1
26402,4004,117961,118343,118856,118451,230830,118453,118454,1604,1
6977,3486,118752,119070,118042,118563,171750,270488,118565,28002,1
42085,70128,118595,118596,81476,118834,153821,118424,118836,4564,1
78978,4588,117961,118225,118403,117905,117906,290919,117908,25697,1
27124,8283,117961,118327,118933,117905,117906,290919,117908,29294,1
80250,51748,118315,118316,225010,118685,279443,308574,118687,17083,1
75078,24974,91261,118026,118027,119529,119543,119006,119531,28207,1
81295,6453,125714,125715,118910,117905,117906,290919,117908,2412,1
18418,5269,119596,119597,120356,122067,205243,118424,122069,31433,1
80239,2014,117961,117962,19666,118368,129597,117887,118486,18729,1
974,3120,117961,118300,120312,118792,255249,118424,118794,24008,1
18221,158757,120342,120343,118395,118396,266864,118398,118399,29942,1
27826,3053,117961,118225,120663,118641,306399,118643,118644,32230,1
28633,4945,117961,118300,118360,120812,278797,118638,120814,27541,1
37951,46479,117983,117984,117878,179731,118368,117887,117973,10727,1
153,196,117961,118413,121639,129909,130134,118453,129911,13332,1
25993,3399,118752,119070,119781,130479,145269,119784,130481,6777,1
40069,4215,118212,118213,118597,118728,301534,118295,118730,8807,1
78241,8115,91261,118026,118202,117905,117906,290919,117908,14118,1
77500,1412,117902,118041,119181,120952,122352,118453,120954,20511,1
27287,69337,120140,120141,118492,118274,220988,292795,118276,14442,1
80949,7069,117961,118386,123844,118784,121926,290919,118786,16373,1
33141,56201,91261,118026,118746,118278,118260,290919,118279,9103,1
80028,3332,117961,118343,121747,118784,130735,290919,118786,2873,1
74867,70130,118595,118596,81476,118826,158101,118424,118828,24780,1
13878,1550,117961,118225,123173,118054,120514,117887,118055,16137,1
5695,5652,117961,118300,28618,117905,117906,290919,117908,14324,1
23921,2395,117961,118300,123055,118054,118054,117887,118055,30265,1
7543,7337,117961,118300,124725,118361,149305,118363,118364,606,1
35540,27872,118090,118091,117912,117879,117886,19721,117880,16734,1
40897,32242,117961,118327,118929,118321,118785,290919,118322,27116,1
25993,17270,117961,118300,128830,118826,150790,118424,118828,22426,1
20733,29649,117975,117976,117912,117885,117913,117887,117888,8743,1
42093,51119,117961,118343,122012,118321,117906,290919,118322,9841,1
27356,7069,117961,118386,123844,118784,121926,290919,118786,856,1
27082,70260,117961,118225,120535,120647,159051,118398,120649,1926,1
18913,106629,117929,117930,117912,117885,117913,117887,117888,11715,1
75940,7490,118349,118350,122672,130857,125539,308574,130858,18317,1
20897,17640,117961,118052,118706,118318,140982,118205,118319,20362,1
33054,4713,117961,118052,120398,122067,164160,118424,122069,6804,0
16639,3883,117961,118343,119987,118536,132799,308574,118539,18191,1
1020,21127,117961,118052,119408,118777,279443,308574,118779,44,1
4675,4403,118315,118316,129128,118636,126747,118638,118639,2812,1
7543,4341,117961,118300,118957,124194,130884,118363,124196,30043,1
40069,17190,117961,118446,120368,122297,122297,118331,118899,17865,1
42208,6217,117961,118327,119830,118784,117906,290919,118786,26471,1
31642,6047,117961,118413,120370,118784,117906,290919,118786,10018,1
921,8435,117961,118225,124449,122129,150283,121916,122131,12633,1
391,55677,117926,118124,117920,118568,122142,19721,118570,31758,1
38972,58881,118256,118257,117945,126684,280788,292795,126685,22513,1
33233,1725,117902,117903,118507,179731,118368,117887,117973,18355,0
6725,22518,117961,117969,6725,123408,311590,6725,123410,5816,1
27082,2270,117961,118413,120584,120773,118959,118960,120774,21634,1
80381,2270,117961,118413,120584,120773,118959,118960,120774,8777,1
34924,7001,117961,118327,118933,121594,127596,4673,121596,16745,1
23736,3417,118169,118170,118042,118054,119008,117887,118055,7321,1
107221,5504,117961,118300,118514,118685,132642,308574,118687,6435,1
115313,15412,117961,118343,127705,119849,127706,118638,119851,29047,1
4675,5637,117961,118413,122007,118784,124402,290919,118786,19749,1
41371,59575,117916,118150,117920,127389,127390,19721,127391,16290,1
28315,48938,118169,118170,119781,118043,224182,270488,118046,11499,1
42532,3281,117961,118225,119238,122849,120324,119095,122850,11376,1
278393,15869,117961,118300,120410,118777,140279,308574,118779,28062,1
33642,11988,118742,118743,117941,118568,121756,19721,118570,4563,1
29100,1755,117961,117962,119223,125793,139296,118643,125795,28056,1
79092,20380,117961,118225,124380,307024,310608,118331,118332,2051,1
79543,92371,118315,118463,119214,118321,117906,290919,118322,12384,1
20222,15377,118256,118257,117945,118274,129082,292795,118276,3073,1
75078,123310,117961,118386,121883,117905,117906,290919,117908,9237,1
17308,17414,118752,119070,118042,118563,118563,270488,118565,24029,1
71151,50056,117893,117894,117878,130479,131625,119784,130481,16151,1
80868,1383,118169,118170,118575,122129,164523,121916,122131,7884,1
16191,26321,117961,118327,118320,124886,306399,118643,124888,23135,1
44987,15006,117961,118327,120559,120773,123107,118960,120774,32178,1
25993,5657,117961,118300,121176,118321,117906,290919,118322,2264,1
81350,4924,117961,118300,120144,118054,124356,117887,118055,1232,1
70087,59575,117916,118150,117920,127389,127390,19721,127391,8823,1
26431,7339,117961,118300,118360,124194,130884,118363,124196,3796,1
6977,5987,117961,118446,16232,118321,117906,290919,118322,3926,1
77446,7520,117961,118343,124725,118321,240983,290919,118322,5597,1
25993,12733,118120,118121,117941,118568,156279,19721,118570,29573,1
28490,18330,117935,117936,117878,117879,117879,19721,117880,32240,1
25736,4264,118887,118888,118979,118980,199144,118295,118982,7811,1
80208,16024,117961,118300,119984,123067,269406,118398,123068,19444,1
15714,794,118752,119070,117945,280788,152940,292795,119082,30906,1
38710,56606,118079,118080,117878,117879,118177,19721,117880,21818,0
16443,7076,117961,118225,120041,122849,120324,119095,122850,5575,1
4675,3000,117961,118225,120551,118321,240983,290919,118322,12747,1
80901,85475,117961,118300,120410,118321,117906,290919,118322,30284,1
36429,77306,119280,119281,117945,280788,280788,292795,119082,376,1
79121,310793,120342,120343,119076,118834,124426,118424,118836,8819,1
44305,1030,117961,118343,120722,118361,118362,118363,118364,25384,1
34498,25631,117961,118343,149210,118422,144350,118424,118425,11769,1
29071,4200,117961,118343,118660,119433,133686,118424,119435,22946,1
4675,22487,117961,117969,118970,120647,311441,118398,120649,5050,1
78372,55805,117961,118343,118856,132692,132693,270488,132694,16895,1
80141,3883,117961,118343,119987,118784,118785,290919,118786,5076,1
42085,9959,118742,118743,117920,117899,117897,19721,117900,28906,1
82392,5296,119596,119597,119837,118293,118294,118295,118296,6275,1
75834,17598,117961,118300,118631,307024,132719,118331,118332,26217,1
838,1855,119134,119135,117895,118568,307041,19721,118570,4954,1
13878,54321,117890,117891,117878,117879,117879,19721,117880,16938,1
76416,1508,117961,118225,120663,118784,240983,290919,118786,20249,1
22598,15509,117961,118343,119142,118054,124424,117887,118055,25572,1
45904,16641,117961,118343,121747,120006,311622,118424,120008,4724,1
25565,671,117961,117962,118352,118321,240983,290919,118322,13800,1
39883,93627,91261,118026,119507,118321,117906,290919,118322,24292,1
39883,55956,118555,118178,119262,117946,119727,292795,117948,69,1
25274,6273,117961,118343,118437,118777,279443,308574,118779,19365,0
19945,1508,117961,118225,120663,118784,240983,290919,118786,1739,1
79801,2034,117961,118052,118328,299559,259703,118205,163732,28869,1
28149,99960,118315,118463,118522,123651,121927,118467,123652,11067,1
28149,17860,117961,118386,131067,120033,142080,19793,120035,10365,1
79363,1903,117961,118343,118514,118685,120316,308574,118687,8203,1
59756,4757,118212,118213,118458,119849,290535,118638,119851,13108,1
40531,3509,118752,119070,118042,118043,118043,270488,118046,16162,1
78845,81794,117961,118052,119972,122551,159682,118762,122552,227,1
75078,71387,117961,118386,118522,118784,147114,290919,118786,23200,1
78170,30519,117961,117962,119223,118685,127897,308574,118687,19777,1
14914,5271,118290,118291,19772,122022,260970,119221,122024,12457,1
20281,60982,11146,118491,117884,117885,117913,117887,117888,14522,0
85491,8068,117961,118386,121668,118321,117906,290919,118322,3429,1
39883,5196,117961,118052,118053,118636,167617,118638,118639,29391,1
81038,6481,117961,118343,123454,118321,197093,290919,118322,17635,1
74550,16757,117961,118225,122273,118784,121873,290919,118786,1812,1
41116,7389,117961,118386,118746,118451,152307,118453,118454,10927,1
91620,19760,117961,117962,118352,118321,117906,290919,118322,383,1
40867,53049,117961,118052,121949,120812,138898,118638,120814,14499,1
17308,5043,117961,118300,118458,118523,129545,118331,118525,313,1
82308,1605,117961,118327,128935,118396,235280,118398,118399,19388,1
20276,30875,117980,119762,117941,118568,156279,19721,118570,2826,1
846,5636,117961,118413,122007,118321,117906,290919,118322,28114,1
80848,4718,117961,118446,120317,118321,117906,290919,118322,13552,1
15915,34612,117961,118327,118320,118321,117906,290919,118322,5262,1
972,39942,117961,118225,124380,307024,140976,118331,118332,7007,1
75243,67326,117910,117911,117912,118568,198040,19721,118570,3059,1
17308,3770,117961,118343,118395,118890,125128,118398,118892,18698,1
34583,6227,117961,118343,120722,118784,121347,290919,118786,11070,1
75649,17190,117961,118446,120317,118636,194985,118638,118639,25922,1
33154,125466,117902,117903,120171,120990,157414,118398,120992,6711,1
75047,5496,91261,118026,118202,117905,117906,290919,117908,20782,1
17249,3887,117961,118343,120347,120348,265969,118295,120350,4044,1
31352,55064,126918,126919,118042,118043,118043,270488,118046,30895,1
74555,4669,117961,118327,118391,117905,117906,290919,117908,18983,1
20286,57986,118185,31010,117884,117879,117886,19721,117880,15238,1
36476,132529,117902,117903,132530,117905,137742,290919,117908,31643,1
79363,14857,117961,118300,121176,118777,279443,308574,118779,2897,1
73129,21623,117961,117969,118970,118396,300044,118398,118399,13531,1
35790,1216,117902,117903,118507,121015,224244,119006,121017,7784,1
28549,58466,118602,118603,117920,118568,171084,19721,118570,14371,1
27122,5568,121785,121786,118492,118747,130707,118453,118749,8917,1
78887,7287,118212,118213,119223,119962,168365,118205,119964,32518,1
76844,7344,117961,118225,120663,123648,147738,120518,123650,6920,1
14848,20900,118752,119070,119136,119137,176103,118474,119139,18673,1
17308,49388,118887,118888,118631,118728,301534,118295,118730,24100,1
15716,15417,117961,119256,119257,126684,130913,292795,126685,30587,1
29100,7076,117961,118225,120041,119093,139668,119095,119096,5826,1
42792,7408,117961,117962,118352,118321,240983,290919,118322,29716,1
79092,17598,117961,118300,118631,307024,132719,118331,118332,11732,1
19842,7344,117961,118225,120663,123045,148730,120518,123047,28376,1
42085,4910,117961,118343,118911,118912,284092,118424,118914,620,1
23497,4887,117961,118343,119598,118422,300136,118424,118425,11591,1
16826,59312,118550,118551,118378,118054,311261,117887,118055,31173,1
75477,45963,117961,118386,118896,122645,309858,119221,122647,27133,1
20299,26345,117929,117930,117920,124313,131967,120134,124315,6025,1
16166,4659,117961,118225,120663,118321,117906,290919,118322,5418,1
25322,123367,117932,117933,117878,117879,117879,19721,117880,15375,1
81350,5492,117961,118343,119142,119928,310608,118331,119929,15148,1
3853,53081,117961,118343,119598,119433,133686,118424,119435,1977,1
79092,17058,117961,118300,118301,120344,267615,118424,120346,11433,1
78165,30647,117961,117969,118816,118396,129696,118398,118399,25694,1
76446,4620,117961,118300,119181,117905,240983,290919,117908,9747,1
79092,4145,117961,118300,120026,307024,303717,118331,118332,7926,1
14956,4311,119062,119091,118514,118777,279443,308574,118779,31407,0
27177,5317,117961,118300,118825,120344,152816,118424,120346,2028,1
21750,70062,117961,118386,118387,117905,117906,290919,117908,9451,1
20293,87977,117926,117927,117884,117885,117913,117887,117888,20210,1
17308,48938,118169,118170,119781,118043,224182,270488,118046,15794,1
79092,30523,117961,118343,119984,123067,269406,118398,123068,13776,1
20351,2117,117961,118327,119830,118321,117906,290919,118322,23373,1
42378,20437,117890,117891,117878,117899,123862,19721,117900,25617,1
74236,44917,117961,117962,118450,118451,148334,118453,118454,9723,1
73803,5701,117961,118052,120709,118207,174445,270488,118209,31351,1
80812,5210,117961,118343,119598,119433,133686,118424,119435,17466,1
45610,19882,118006,118007,118008,118568,267952,19721,118570,5528,1
45412,50368,117926,118266,117884,118568,281735,19721,118570,2512,1
15064,4962,118887,118888,119031,118293,214497,118295,118296,21242,1
37131,5697,117961,118386,118692,118321,240983,290919,118322,15516,1
34924,46149,117961,118327,4674,118451,130134,118453,118454,21827,1
278393,4729,117961,118300,125821,118054,118443,117887,118055,19861,1
20299,62155,118079,118080,117878,117885,118177,117887,117888,24980,1
43425,13812,117961,118225,118320,120690,120691,290919,120692,9798,1
16496,6137,117961,118225,119924,118259,117906,290919,118261,21296,1
35376,71171,117961,118386,123844,118784,121556,290919,118786,11074,1
18072,57680,118256,118257,117945,280788,280788,292795,119082,8246,1
6104,57757,117961,118343,142038,117905,117906,290919,117908,24053,1
37235,14603,118349,118350,117895,118194,143682,117887,118196,6706,1
25241,60792,117961,118327,121694,307024,310608,118331,118332,19658,1
15672,7331,117961,118300,118360,118361,118362,118363,118364,15130,1
35648,5158,118290,118291,118597,118293,118294,118295,118296,1534,1
7543,49574,117961,118052,118391,120773,118959,118960,120774,12369,0
16495,1012,117961,118225,119924,117905,240983,290919,117908,31936,1
79299,7824,119280,119281,118623,118995,136748,292795,118997,7453,1
36480,15510,118169,118170,118171,130479,185784,119784,130481,102,0
38392,47641,117929,117930,117884,117879,117886,19721,117880,898,1
16343,16371,117961,118446,118684,118321,117906,290919,118322,1722,1
32270,32279,119691,119692,118635,122967,306795,119695,122969,17687,1
75078,57813,118315,118316,118673,118811,286597,19793,118813,16614,1
6921,814,118887,118888,123719,118321,117906,290919,118322,15778,1
77659,10472,117876,117877,117878,117879,117879,19721,117880,21964,1
26391,26312,138798,138799,120539,118321,117906,290919,118322,3737,1
37749,18181,117961,118343,118514,118321,117906,290919,118322,13433,1
75658,6453,125714,125715,118910,117905,117906,290919,117908,7326,1
28149,17640,117961,118052,118706,118318,120689,118205,118319,13837,1
4675,56199,117961,118052,118706,117905,117906,290919,117908,22907,1
42323,4583,117961,118413,120370,118777,232825,308574,118779,7732,1
31441,4341,117961,118343,118957,118321,117906,290919,118322,16597,1
34536,794,118752,119070,120995,118274,190697,292795,118276,23114,1
41992,54308,126974,126975,118518,118043,118756,270488,118046,913,1
29024,5002,117961,118343,118292,118422,300136,118424,118425,30504,1
33243,767,117961,118343,120722,117905,117906,290919,117908,4687,1
4675,86299,117961,118327,120383,117905,117906,290919,117908,29922,1
39264,15503,118573,118574,118042,118043,139383,270488,118046,11766,0
35529,18046,117961,118300,118783,117905,240983,290919,117908,30702,1
75439,3758,118200,118201,117884,118568,138897,19721,118570,13064,1
75078,5313,117961,118052,120356,122067,141493,118424,122069,1443,1
26808,1080,117961,118052,118378,118451,151171,118453,118454,3604,1
79946,4564,118212,118213,121405,117905,117906,290919,117908,22676,1
81274,46526,117961,118300,119984,118396,269406,118398,118399,805,0
79934,46526,117961,118300,119984,118396,269406,118398,118399,28234,0
20293,58462,117926,117927,117884,117885,117913,117887,117888,22590,1
16503,16569,117961,118327,120559,118777,279443,308574,118779,29039,1
35792,1038,118887,118888,118889,118863,307233,118398,118865,18403,1
80141,7539,117961,118343,119987,117905,117906,290919,117908,28344,1
74995,34064,117961,118386,118746,118321,117906,290919,118322,8091,1
73145,16046,117961,117962,120677,126078,126079,118424,126080,7538,1
79457,6199,117961,118225,120663,118321,117906,290919,118322,13701,1
42085,2908,117961,118343,118979,119433,133686,118424,119435,10899,1
32270,3136,117961,118343,118856,118451,130134,118453,118454,30595,1
39333,8516,117961,118386,118733,169634,235935,118736,169635,2245,1
33248,4837,117961,118300,120026,119433,133686,118424,119435,31937,1
37094,7389,117961,118386,118746,118451,152307,118453,118454,1153,1
80920,3973,118887,118888,118631,120789,309694,118424,120791,10882,1
25993,769,117961,118343,120722,118636,277718,118638,118639,24470,1
43395,2607,118752,119070,118754,118805,250160,118474,118807,1084,1
20272,66400,117910,117911,119791,179731,145167,117887,117973,3505,1
15369,14855,117961,118300,123719,118451,153802,118453,118454,14283,1
85528,4452,117961,118052,120671,117905,240983,290919,117908,7401,1
78766,50570,118079,118080,117878,117879,304519,19721,117880,30543,1
42611,4620,117961,118300,119181,118784,121873,290919,118786,32081,1
17308,17046,117902,118041,117945,118274,118806,292795,118276,21466,1
4605,771,117961,118300,120722,118321,118448,290919,118322,4489,1
35652,234670,117902,118041,119238,119093,119094,119095,119096,16270,1
1020,31655,117961,117962,118352,118784,200462,290919,118786,29972,1
17308,51096,119596,119597,124266,118728,272276,118295,118730,17791,1
15716,55146,118752,119070,118754,118805,118806,118474,118807,12060,1
79980,15568,117961,118446,124170,118890,311441,118398,118892,25119,0
4675,123154,117902,117903,118783,118321,117906,290919,118322,1880,1
28105,3281,117961,118225,119238,122849,120324,119095,122850,29762,1
37610,14952,117961,117962,119223,118278,118260,290919,118279,32542,1
78327,67267,117983,117984,117878,117879,122142,19721,117880,28196,1
116525,7935,117961,118052,120539,118321,117906,290919,118322,2998,1
20305,19706,117935,117936,117878,118568,118568,19721,118570,8714,1
14570,19706,117935,117936,117878,118568,118568,19721,118570,22525,1
38391,85728,118212,118580,117895,117896,117897,117887,117898,29923,1
76542,96354,118990,118991,118992,118784,165715,290919,118786,4966,1
15064,3211,117961,118446,120368,118054,159048,117887,118055,6285,1
25993,13234,117922,117923,117920,122142,122142,19721,122143,23241,1
861,79366,117961,118413,120526,117905,240983,290919,117908,19237,1
80191,1334,117961,117962,118910,119949,230830,290919,119951,3302,1
5173,5210,117961,118343,119598,119433,133686,118424,119435,11902,1
77996,50952,117961,118327,118929,118259,120721,290919,118261,32165,1
23994,15404,117961,118343,118395,123067,269406,118398,123068,29865,1
75834,3145,117961,118300,81476,122860,168459,3130,122862,26639,1
113728,8028,117902,117903,124948,119962,168365,118205,119964,3974,1
707,58916,117961,118327,118391,118321,117906,290919,118322,26434,0
33054,4308,117961,118343,118833,118054,137362,117887,118055,19868,1
80141,4189,117961,118343,119987,117905,117906,290919,117908,22995,1
23194,15412,117961,118343,127705,119849,170027,118638,119851,1775,0
73105,5242,117961,118052,120671,120357,120065,118424,120359,29013,1
80644,13849,117961,118386,119954,118523,310608,118331,118525,5508,1
77300,4623,118582,118583,117945,117946,117946,292795,117948,31166,1
78360,2214,117961,118327,274241,135740,233542,119772,135742,13847,1
75639,49110,118315,118463,118522,125687,145795,6725,125689,3877,1
27348,3116,117961,118300,147589,118826,236735,118424,118828,5493,1
79323,15608,117961,118343,118395,118396,269406,118398,118399,14918,1
105470,123605,118658,118659,123606,118784,123607,290919,118786,12650,1
40019,1146,117961,118225,120663,118321,117906,290919,118322,26545,1
34817,5899,117961,118327,120318,118641,240982,118643,118644,57,1
4675,13876,117961,118386,118404,118841,240982,118643,118843,21399,1
27774,7424,5110,117954,122672,130857,125539,308574,130858,17624,1
40630,72988,117910,118855,117941,117879,117886,19721,117880,5420,1
75334,2612,117961,118386,123901,117905,117906,290919,117908,18516,0
6977,4945,117961,118300,118360,118636,171056,118638,118639,20016,1
17798,151425,119062,119091,118514,119962,168365,118205,119964,31230,1
77945,19829,117961,118386,118896,118784,121873,290919,118786,19015,1
75231,5244,117961,118343,119598,117905,117906,290919,117908,13370,1
25753,52441,118555,118178,118556,117946,137078,292795,117948,26465,0
32642,46663,118256,118257,118623,118995,118806,292795,118997,10311,1
79324,7445,117961,118343,122299,179731,118054,117887,117973,23316,1
58678,8008,118555,118178,118320,118321,117906,290919,118322,17859,1
7543,7595,118990,118991,118992,123737,276340,118960,123738,6890,1
31299,5002,117961,118343,119598,120344,310997,118424,120346,14285,1
38719,50213,118079,118080,117878,117885,118177,117887,117888,884,1
27729,3281,117961,118225,275600,119093,120324,119095,119096,7268,1
32270,5242,117961,118343,120671,121469,125853,118424,121471,11959,1
14998,6235,117961,118343,118437,307024,311622,118331,118332,18501,1
278393,15390,117961,118300,120026,118054,118054,117887,118055,542,1
41116,5177,117961,118386,125016,120357,126416,118424,120359,9014,1
23971,139593,117902,118041,119781,130479,179826,119784,130481,4226,1
13878,54258,117890,118102,117878,117879,117879,19721,117880,1862,0
52684,90027,117916,118150,118599,179731,123808,117887,117973,4836,1
81076,14638,117961,118052,118992,118784,120474,290919,118786,1272,1
33642,20439,117890,118102,117878,117879,155398,19721,117880,22935,1
34832,1958,118550,118551,118378,179731,122554,117887,117973,26959,1
79881,56769,117918,117919,118483,117879,117886,19721,117880,2838,1
75324,3287,118752,119070,118042,118043,118043,270488,118046,735,1
4675,6257,117961,118343,120722,118321,240983,290919,118322,12784,1
79285,2781,117961,118300,118783,118451,130134,118453,118454,18253,1
13878,27758,118006,118007,117941,117879,117897,19721,117880,18862,0
39188,7539,117961,118343,119987,117905,117906,290919,117908,17405,1
79141,7796,118573,118574,118623,118995,286106,292795,118997,21012,1
79092,17091,117961,118225,118403,132671,132894,290919,132673,12264,1
42093,19702,118269,118270,117878,118568,118568,19721,118570,22580,1
40919,87700,118315,118463,118464,118465,162182,118467,118468,5013,1
6977,108868,119062,119091,120297,117905,117906,290919,117908,19443,1
78327,50662,118290,118291,118437,124419,137017,118424,124421,2645,1
4675,3224,117961,118225,120551,122551,295130,118762,122552,17495,1
33642,98025,5110,117954,117895,117879,118250,19721,117880,13352,1
6977,1313,117961,117962,117904,118368,118368,117887,118486,30252,1
80934,2253,117961,118225,119824,123648,305057,120518,123650,2736,1
73552,36958,118169,118170,125857,259173,127240,292795,118943,29743,1
14354,67326,117910,117911,117884,118568,244384,19721,118570,11275,1
74466,7398,117961,118225,118616,117905,117906,290919,117908,22497,1
73065,15746,117961,118052,119742,118321,117906,290919,118322,19577,1
81044,6257,117961,118343,120722,118784,117906,290919,118786,31343,1
30570,18211,117961,118386,119214,118321,117906,290919,118322,27385,1
38617,20818,119062,119063,124211,118321,117906,290919,118322,11809,1
37672,17873,118742,118743,117941,117885,117886,117887,117888,21896,1
45481,5018,118595,118596,81476,118826,140711,118424,118828,30481,1
74754,3868,117961,118386,122938,117905,117906,290919,117908,14405,1
35864,16682,119596,119597,120026,118293,118294,118295,118296,12267,1
39262,7069,117961,118386,123844,117905,240983,290919,117908,30891,1
25210,13441,117961,118225,122870,118207,279443,270488,118209,16307,1
15797,195311,119301,119302,119303,118321,117906,290919,118322,13581,1
30878,16974,117961,118300,119181,118321,118448,290919,118322,4064,1
676,15096,117902,117903,122215,118028,118368,117887,118030,16515,1
52683,56007,117980,118076,117912,118568,117886,19721,118570,356,1
80202,17835,117902,117903,118403,120952,130134,118453,120954,17394,1
79363,6277,117961,118343,118437,117905,240983,290919,117908,25125,1
25241,50952,117961,118327,118929,117905,117906,290919,117908,20890,1
44713,4542,117961,118225,120551,128230,302830,4673,128231,21873,1
34763,6137,117961,118225,119924,133306,168365,118205,133308,29955,1
33054,4953,117961,118343,118911,120344,310997,118424,120346,17827,1
7543,124925,117961,118225,122273,118321,240983,290919,118322,22510,1
117382,9237,117961,118225,120551,120690,127922,290919,120692,27371,1
34817,13812,117961,118225,118320,120690,120691,290919,120692,2267,1
27589,124033,124034,124035,117945,280788,126042,292795,119082,26389,1
1494,2014,117961,117962,117904,119949,311441,290919,119951,2115,1
100515,2299,117961,117962,119223,123737,131844,118960,123738,22325,1
15720,3270,117961,118225,119781,120097,123784,270488,120099,3879,1
41825,148795,117935,117936,117878,117879,117879,19721,117880,1745,1
23497,225257,120342,120343,119076,118834,311236,118424,118836,25452,1
74142,2225,117961,117962,118501,120702,126111,118504,120704,6964,1
74510,14928,117961,118446,120317,118784,165715,290919,118786,16503,1
25274,53081,117961,118343,119598,119433,133686,118424,119435,9134,1
32270,30523,117961,118343,119984,123067,269406,118398,123068,1356,1
34904,1923,117902,117903,118783,117905,146580,290919,117908,30718,1
25993,4787,117961,118300,123055,118054,118054,117887,118055,4973,1
33054,2892,118887,118888,118458,126078,309123,118424,126080,20912,1
17183,3770,117961,118343,118395,118890,125128,118398,118892,20177,1
78293,139593,118169,118170,119781,130479,164072,119784,130481,3953,1
15747,5701,117961,118052,118821,118207,174445,270488,118209,18129,1
75078,36051,117961,118386,121668,118685,120316,308574,118687,21880,1
28315,21287,117961,118225,122870,118777,253787,308574,118779,30949,1
34581,744,117961,118300,118437,117905,117906,290919,117908,10994,1
80251,2594,117961,118300,120410,118784,240983,290919,118786,10509,1
44722,16850,117961,118225,119092,119093,132519,119095,119096,28154,1
15357,2037,117961,118327,119830,118054,132425,117887,118055,13982,1
37548,3966,117961,118343,122012,118259,132715,290919,118261,30717,1
6977,4417,117961,118413,119968,130857,232825,308574,130858,21981,1
17308,48960,122880,122974,118042,118043,118043,270488,118046,25899,1
32642,17727,118169,118170,118575,118172,129003,249618,118175,32705,1
73756,3313,118752,119070,118042,118043,151099,270488,118046,23775,1
30378,7021,117961,118300,118783,118784,287626,290919,118786,19967,1
43670,70078,91261,118026,118202,117905,117906,290919,117908,14034,1
42006,85475,117961,118300,120410,118777,279443,308574,118779,2704,1
17308,53105,117961,118052,120677,119928,183590,118331,119929,10444,1
78240,69637,119062,119091,120410,118278,120411,290919,118279,3433,1
37709,60979,117926,117927,117884,117885,117913,117887,117888,9704,1
34579,767,117961,118343,120722,117905,117906,290919,117908,29768,1
21432,6879,117902,118041,119238,119093,119239,119095,119096,19538,1
6914,5518,117961,118300,118514,118259,132715,290919,118261,218,1
45481,5396,117961,118343,119993,118321,240983,290919,118322,25502,1
40587,1614,117961,118327,118507,129909,185973,118453,129911,21653,1
44967,5496,91261,118026,118202,118321,117906,290919,118322,18373,1
1020,7074,117961,118052,120096,118784,216282,290919,118786,28155,1
6977,4362,118212,118213,126955,118685,120316,308574,118687,2655,1
20294,24709,117916,118011,117941,117885,117913,117887,117888,21025,1
41519,49961,117961,118225,118403,117905,117906,290919,117908,17020,1
3853,5604,117961,118343,119598,118636,235245,118638,118639,14145,1
41594,49682,118555,118178,118320,118321,117906,290919,118322,12654,1
39160,7285,117961,118225,118403,119849,310589,118638,119851,10508,1
