device_id,phone_brand,device_model
-7007328703532307158,魅族,魅蓝metal
-1014753280343250763,三星,Galaxy Core Prime
-6589726104689284546,小米,MI 2
-775679598793916055,小米,红米2A
-5132720749572625739,乐视,超级手机1
6425853559587234050,奇酷,青春版
-3502876844683266456,酷派,7320
6459912243564693182,小米,红米2
-3882273457302423702,vivo,X5L
3038458509906225932,华为,荣耀4A
6813432933789025315,小米,红米
1443348027044897317,HTC,野火S
-4258707755788736563,小米,红米Note2
-7007550176365514279,小米,红米1S
4024777233058009461,魅族,魅蓝Note 2
-367998702133036648,蓝魔,i9
2737737484887862970,TCL,P316L
2334789254229314794,华为,荣耀畅玩4C
-7964457662755519446,小米,MI 4
2257046096925262758,华为,C8816D
-7718290030155515711,华为,Mate 8
-6299858782586507515,小米,红米Note2
-8421747615613223397,三星,Galaxy S6 Edge+
5495109766904685285,华为,荣耀畅玩4X
-7116801987823644032,纽曼,纽扣
-7290291924584880849,华为,Mate 7
-1865719996709199259,三星,Galaxy J5
-7439785207700898848,小米,MI 2
-742037408696677878,三星,Galaxy Note 3
-5456341106929735745,乐视,超级手机1s
9038810033131355268,小米,红米note
-7810784418343673177,华为,荣耀畅玩5X
5266914713113465813,三星,Galaxy S5
-7097451154977534404,vivo,Y17T
7001255191051155660,小米,MI 2S
7940496885298842787,华为,Ascend G700T
-8227548776391325529,三星,A399
9112616397213502180,魅族,魅蓝metal
-8841254211317958528,魅族,魅蓝metal
3559146528802623252,华为,荣耀7
8320468667166203685,乐视,超级手机1 Pro
8415515137463862853,小米,红米Note2
-5259853632914699169,HTC,Desire 626
-8971453176532171539,魅族,魅蓝NOTE
5957618255496616781,酷派,F2
-900404224618150249,魅族,魅蓝NOTE
-6469792782114603340,华为,荣耀7
-5478444357813630867,小米,MI 3
-7101718842285981371,三星,Galaxy Note 4
-6194913202383043469,小米,红米1S
3346713260189522167,魅族,魅蓝NOTE
-274378917339395524,三星,Galaxy A7
-5627380251130291680,vivo,Xperia Z5
6082636693239501965,OPPO,R7s
473249634355200326,华为,荣耀畅玩5X
8314402931169977915,OPPO,1107
-5966756420146363159,三星,Galaxy Note 4
-2806502860901866921,三星,Galaxy S5
-5728669679152362222,华为,荣耀6
6929977228355604527,魅族,PRO5
-783215569508649647,HTC,Desire 820
-3423144328084144140,三星,A850
4670667706443339378,酷派,ivvi 小i
4421319727785678730,华为,Ascend P7
-1014853780085286438,三星,Galaxy Note 4
1345639642896908106,小米,MI 4
-1317348147915849405,华为,荣耀6 Plus
8024695972095958207,小米,MI 4
-5836321748175206980,乐视,超级手机1
1615943687924492233,华为,G7 Plus
-2009081213603983570,三星,A788t
7788580108776397023,华硕,ZenFone 5
-8719286628378823536,小米,红米2A
-5523000610272640553,OPPO,Find 5
-5768644501190733290,vivo,Y13iL
-303709470931781887,酷派,7295C
-7443008597372434446,乐视,超级手机Max
-7019249994982447113,小米,红米Note2
-4355324524275745818,三星,Galaxy Note 3
8724963263276428418,小米,红米Note2
8772015541486194644,三星,乐檬K3
7666389987163758234,小米,红米2A
1480866760251328835,OPPO,R7 Plus
453864113134038590,小米,MI 2A
-6295761111479655557,联想 ,Q802T
-6481002536910443335,vivo,Y927
-6048513023696075581,华为,荣耀6 Plus
8558751733269493587,小米,红米Note2
-3006814416571561094,华为,Mate 7
-446209996194741129,小米,红米note
-3870253804371983842,vivo,Xperia Z
-642491361624649444,酷派,8720L
8912180566184785344,vivo,Y13L
-8668404055463587470,魅族,魅蓝Note 2
1267072961194754596,OPPO,R827T
-7894761143181797695,vivo,Y17T
1686759781579350325,小米,小米4C
-2376729826370459714,乐视,超级手机1s
-7051862235535709140,三星,Galaxy Note 3
1001453805524535882,三星,A788t
7666708053011857927,小米,红米1S
-8457298644333769677,魅族,MX3
-6276508632647385517,小米,S7
-8851007487077827361,vivo,S9T
8964061084133997184,魅族,魅蓝Note 2
-8120572735738867147,华为,P8 Lite
4232988251933290594,三星,Galaxy K Zoom
-7307329010498735093,LG,Nexus 5
5389450012823033273,酷派,F2
9137252348763776378,小米,红米2
7529654690920333265,华为,荣耀畅玩4C
40629555546392739,西米,R5s plus
-7365735162873293439,魅族,魅蓝2
-8516009276633423715,小米,note顶配版
-3475236051072380774,vivo,X5M
-3369476205668355398,三星,Galaxy S4
7739610727507321105,小米,红米Note2
-6230875477763579627,vivo,Xperia Z
3866819280751149946,小米,V182
4212798202151701090,小米,红米note
-7900583672670675406,小米,红米2
-2534379994648997507,中国移动,A1
7077327754670636941,小米,MI 2S
-8678254749784293350,小米,ELIFE E3T
9094355813631572667,vivo,Y923
1423418478437252295,联想 ,Grand X Quad
-7473200497539005821,小米,小米4C
-2363632475056011782,OPPO,R7
5591266572019047902,魅族,MX4 Pro
8033659529995572844,魅族,魅蓝metal
3106161192615418184,华为,荣耀畅玩4X
-2261903498053617591,魅族,魅蓝Note 2
-2504474343415500195,小米,小米note
889119829558031988,小米,红米note
-5004017166291153831,华为,荣耀6 Plus
8760948276558106365,三星,Galaxy S3
8735511910447981383,三星,Galaxy S6 Edge
-6436425120872711373,魅族,MX4
6763755574704593731,小米,红米note
-950341746494791640,华为,麦芒3
-4239625141542004889,酷派,5263
-2119698146410734317,魅族,魅蓝2
-9198859079889640663,魅族,魅蓝Note 2
1412736734424048602,TCL,P332U
-4220542549210087764,魅族,魅蓝2
-73458337945172187,酷派,大神F1Plus
-2557565693805662216,vivo,Xperia Z2
3354239277773814568,华为,荣耀6 Plus
-8828896550383050430,小米,红米2A
8597863438205572898,小米,MI 3
-4931387989505531002,小米,红米
7076404878806848100,魅族,MX5
5416863502973209337,华为,荣耀畅玩4X
7696974451270906349,三星,A658t
-4543845865235529097,OPPO,R7 Plus
-7303286650470657152,华为,荣耀畅玩4C
3323669435735230504,华为,Ascend P7
-4445548593552812129,vivo,X5M
2776217175346700913,西米,R5s plus
-3315963673094008956,OPPO,R7s
6432686688608677546,魅族,魅蓝metal
5929156601287603630,小米,MI 2S
-1226933187462396208,三星,Galaxy S6
-7609903759968787221,vivo,Y17T
-6067965057181799453,三星,Galaxy S5
5966708491201674270,酷派,大神F1
-2273590698315525628,三星,Galaxy Win
2624671419103825369,乐视,超级手机1
3455958961294818421,三星,Galaxy Core 4G
-2178326473557840683,小米,MI 4
984200355609831184,小米,红米Note2
-569198952342958233,小米,MI 2S
4236112781075050722,酷派,8195
-741971625591668846,华为,G520-T10
2821715978677763560,摩托罗拉,XT615
2340891333097259231,OPPO,Find 5
6558109419978501695,三星,A798t
6238360753240426042,HTC,Desire 816
2261542149854681507,乐视,超级手机1s
-7782772781536716347,vivo,Y11IT
-1847480683457899983,华为,荣耀7
6164853882362081035,中国移动,A1
-716068420500807955,TCL,P331M
-4169937741915442019,小米,红米
447414712490363202,华为,Ascend G7
-3072272211834771356,小米,MI 3
6403448841810921394,三星,Galaxy S6 Edge
1507669117984674166,三星,Galaxy J7
-989035044235533537,三星,G7200
4062544487380381927,三星,Galaxy On7
2841294285607912723,OPPO,R7s
-1310308871350946265,三星,A320t
-2880927308254880169,华为,荣耀畅玩4C
4329734819819022674,中国移动,N1
7221147343687903666,华为,荣耀6
-6950442607020358474,三星,N910U
7387765690843262926,酷派,大神F2
8108928195051761133,小米,红米2
5815661714875344944,三星,Galaxy Note 3
1544020559547933179,魅族,魅蓝Note 2
1728867127837895180,小米,MI 4
4875294812162984050,小米,小米4C
-337085069051745795,三星,Galaxy S5
-592082274271762688,OPPO,R831S
-7074925423676174397,三星,Galaxy Note 3
2223798137899504888,三星,Galaxy S6 Edge
6044689523401210329,小米,V185
-4023558635521699918,三星,Galaxy Grand Neo Plus
4808933246116536481,小米,MI 4
-7234014864413340738,华为,荣耀畅玩5X
-3476023425975996060,联想 ,星星2号
-5172873507496822367,vivo,X5SL
7764168761765057934,三星,S5830I
-8409226921821240595,小米,小米note
7614238102965208352,OPPO,R6007
-6915564576449429826,魅族,MX4
-5781632178558457733,联想 ,Blade S6
-2733836658470903881,三星,Galaxy Note 2
8981373049162126899,OPPO,R6007
7425949010815426946,三星,Galaxy S2
5379421064007432936,小米,小米note
5508967942099341479,华为,荣耀6
7666952591638356,vivo,Y33
-4737045390065467323,奇酷,旗舰版
-8745178761610459618,华为,G610T
-4403564236918358445,联想 ,V956
1732174584438018258,三星,Galaxy Grand Prime
6534874625069900596,华为,荣耀3C
-7070004039369873324,三星,Galaxy A5
-6921818751319280403,三星,I8268
4192418152312051338,小米,红米2A
-2405375768529337563,魅族,魅蓝NOTE
6983290910512163250,三星,Galaxy Note 2
-8941361196710159009,三星,Galaxy S4
-8118722126593866770,小米,红米note
3152662755766016164,魅族,魅蓝2
5519143594075088459,小米,红米note
-5300116132270314352,OPPO,R819T
-9005423210221478478,华为,荣耀3C
6707278733487019018,华为,Mate 2
3371616882514810882,三星,Galaxy Note 3
-3871014621284031090,OPPO,N3
-3583567679479211326,三星,Galaxy Grand Prime
4874306466115647688,三星,Galaxy S3
-2449726623404699714,华为,麦芒4
7072625199745555257,三星,Galaxy Note 3
-1168291089092307134,LG,Nexus 5
4956791675117613719,OPPO,R7
2846128531103465193,vivo,Y23L
-6672958246701399106,魅族,魅蓝metal
-2623453832928661431,小米,红米Note2
4943603075961860417,小米,MI 4
-9184455958495153720,华为,Ascend P7
-263636847037768947,小米,红米2
-6467287385742340451,三星,A788t
-4039336713049673741,三星,A5800-D
163778325821439010,OPPO,Find 7
5891889326576639841,三星,Galaxy A7
-8917583613863666318,小米,MI 2S
897259199103124139,小米,红米note
6817009933490744244,华为,荣耀畅玩4X
4955896236048551174,大Q,雷霆战机
-3293133862823360805,OPPO,R5
-6726236823857982811,LG,G4
-6624137618746621603,小米,小米note
-508859798779355851,华为,麦芒4
975510629726854926,OPPO,R1C
-2327279500556438340,华为,荣耀畅玩4X
-1024565434257067457,三星,Galaxy S4
5988721445164598034,华为,荣耀3X畅玩版
-8340042632940735423,努比亚,Z7 Max
-6972176253985863647,vivo,Y35
-1735627037418777128,联想 ,Blade S6 Lux
-2670642099282472453,vivo,X5L
4193849386630736988,酷派,8730L
-4372749456017477797,三星,Galaxy Note 4
-3802910032403566940,OPPO,R7s
3520481060560787178,华为,荣耀6 Plus
-2614890961184690997,魅族,MX5
-5249569062980684077,OPPO,R3
5535466824432696241,魅族,MX3
2924063912856374047,乐视,超级手机1 Pro
8215900079307763403,小米,红米Note2
5510893236984631657,小米,红米2A
-2989702525520822171,华为,荣耀6
8914866510483952349,三星,乐檬K3
-4277633002134174878,小米,小米note
6144462489819651233,酷派,5950
-1557131121529254334,vivo,S7I
8901968491190323893,三星,Galaxy Note 4
-2019283629956376542,魅族,魅蓝metal
-1142634441069483952,华为,P8 Lite
5125118455846409128,小米,MI 3
-978267315023235237,小米,红米2
8886863398687356422,魅族,魅蓝2
-8941813218591564372,华为,Ascend P8
-6802774581578557873,小米,MI 3
-7263636625671856388,小米,MI 3
-1656939507046545023,HTC,Desire 820
-4308314128237789137,华为,P8 Lite
112920278452157807,小米,小米note
3952384529034133995,小米,红米note
1460905483303902986,华为,Mate 7
2488127270490646427,优米,3
-3702827536522691488,海信,EG970
8491211928796344048,OPPO,R7 Plus
-8950188302476324041,小米,S5.1Pro
1923650750057509807,三星,Galaxy S4
-2841940052096808548,华为,Mate 7
-906907129219540610,华为,荣耀3X畅玩版
-7703610301282318809,小米,MI 4
1701294008091050152,小米,红米2A
-7744281729440783160,华为,畅享5
761776135860402348,小米,MI 2S
-2731451282380384284,vivo,Y13iL
1180631990583050466,小米,小米note
8869302445742670178,小米,红米
-5408900816630149069,华为,荣耀畅玩4X
-8430689883200272506,魅族,MX3
-1320857244521430610,中国移动,A1
-8067979341203378151,小米,MI 1
1421887981147635386,小米,MI 3
1929805624036333768,魅族,MX4 Pro
2056895454928740557,三星,Galaxy S2 HD LTE E120S
6869142419912307571,小米,红米note
1850220194900856639,三星,Galaxy A7
5690166567944859685,小米,小米4C
-5992092114223747513,OPPO,R7s
-3675146143649189608,vivo,Y20T
4432634962452043839,三星,Galaxy S5
-2002511637399224643,三星,Galaxy S6 Edge
7176587038563322290,三星,Galaxy Grand 2
-6850927361339491143,三星,乐檬K3 Note
-1780688903172220626,华为,G7 Plus
-6776457897083944870,台电,X80HD
1179226288347593886,三星,Galaxy Core Prime
-5490601993625190514,华为,P8max
5026640263367441566,OPPO,R7 Plus
-7591897087562998059,魅族,魅蓝Note 2
-5093623647643947725,奇酷,旗舰版
7867858079048432355,酷派,大神F2全高清版
3256968740287277025,小米,红米Note3
3109209982923401272,小米,红米1S
-5106745997854447082,华为,荣耀3C
-8577253357321175107,OPPO,R7s
191373496819900005,小米,红米2A
-313083330948742855,OPPO,A33
7920156011624436113,三星,A858t
-5000423344904104863,小米,小米4C
-263864700068557291,酷派,9190l
-82446589178164944,小米,红米2A
2176913276975512206,华为,荣耀6
-799310400057152786,小米,MI 2S
4365960413298691067,魅族,魅蓝2
-5975094674890994103,华为,荣耀6
-8860630846178674883,摩托罗拉,Moto G
-1791100651471806354,小米,红米Note3
-8886503427314441849,华为,荣耀畅玩5X
709979288361168178,小米,note顶配版
7868490894597457183,三星,Galaxy Win
-6732248703718590596,小米,MI 2S
-4815224815120408234,华为,荣耀畅玩4C
1268293290700739531,三星,A798t
6298496964462003961,魅族,魅蓝metal
2536777771708729123,酷派,ivvi 小i
4042727216945637357,小米,红米2A
-4513154804606806096,华为,Ascend P6
8802766128091068673,飞利浦,V526
4325133292420402748,小米,MI 2S
-4197058918718345728,OPPO,R7 Plus
-62352546032806044,OPPO,R7s
4589149663508918945,小米,MI 3
-951372647353242245,小米,红米1S
-98824509957080046,小米,note顶配版
1774271612963673758,三星,Galaxy Note 2
-5377410701313727042,小米,MI 2S
-7159038637857709149,魅族,MX4
-7790505078486913987,OPPO,R1
-2160901568730006777,OPPO,R7
5824008665745508017,三星,Galaxy Note 2
-3595089361904378443,vivo,X5Pro
-4975414179505572687,魅族,魅蓝Note 2
-126501751996847612,vivo,Y23L
2462822125977729357,OPPO,R7
6882324756995444886,小米,红米2A
-6717458885350935562,vivo,X5M
8874022014540782019,小米,MI 3
6957874991375058041,华为,荣耀6 plus
4667590745825698364,魅族,魅蓝NOTE
-3318646095482922446,vivo,X5Max+
6847964506051769515,小米,MI 2
5604848451405230452,OPPO,R827T
1208188251801115075,三星,A2800d
3877073434604631427,华为,麦芒4
-7970822723566553968,OPPO,R3
-3804278994166701768,三星,Galaxy S5
-325231148044968052,酷派,8702D
-121407074697013198,小米,红米note
6771168933131183173,努比亚,Z9
-1484666234337834594,vivo,X5V
4484923741750446315,OPPO,R7s
-1140482022560285176,酷派,8702D
8824474644409014547,小米,红米note
-8672643992649253180,魅族,魅蓝metal
-8383344657096346808,三星,Galaxy S4
-5661273554014922632,小米,MI 3
874806310818636210,OPPO,Find 5
4251106563641613551,华为,荣耀6
-5454044735237528384,小米,MI 4
8210788035030016937,vivo,Y15
2455160406637600491,华为,荣耀畅玩4C
6891576766632214103,三星,Galaxy S4
6434254855194029504,OPPO,R3
-2976947164049280010,vivo,X5SL
5126904902943533071,华为,荣耀畅玩4X
42648459587313449,华为,荣耀6
-2004101088330266278,华为,荣耀6 plus
-8677798682625677372,华为,G610T
5063493452354402845,魅族,MX5
4130030146502784346,小米,红米note
5475944614485742817,三星,Galaxy Win Pro
-3675001004788728910,三星,Galaxy S5
-3297936436233884525,联想 ,G717C
-826725226049022707,三星,Galaxy S5
3988672766775977566,小米,小米4C
-8919328085383201299,魅族,MX5
-1459131797538531064,三星,Galaxy Note 3
6251733369567753925,OPPO,R6007
-7138531164521955391,华为,荣耀6 Plus
-8983852245353341245,小米,小米note
-6955784484799411510,华为,荣耀6
7453053265106980714,小米,MI 2S
9105732240584782977,OPPO,A11
4459363537978122539,华为,Mate 7
-3455202036988792034,华为,荣耀6
2043213558524925213,锤子,T1
7099056807986740415,魅族,MX4
4961977050541380468,vivo,Y28L
-6916471691147889391,小米,红米note
-1477299156022001224,小米,红米2
-6434776220151064553,小米,红米2
-4930281085722216537,vivo,Y628
-174173624845236631,小米,MI 4
-7615951563321363198,华为,Mate 7
-1165759469961229202,小米,红米2A
-5112176246287096050,三星,Galaxy S6 Edge
2386385699623504955,OPPO,A51
3195638252494131554,小米,MI 4
-6582291870839522614,vivo,Xperia Z2
3796301105421155542,三星,Galaxy Note 3
-3523660340577059128,小米,F103
6891430553330148889,华为,HN3-U01
-5716754980088843782,魅族,魅蓝2
-5544255222490446210,OPPO,R819T
5629813551045447737,三星,Galaxy S5
-5435928704399240096,三星,Galaxy Win
-6869036210584096331,酷派,8705
-154151799503382008,OPPO,A51
3435556173508360211,LG,G3
-3053081682102595153,vivo,S11T
8872422362395533248,三星,Galaxy Note 4
838987361288757510,三星,Galaxy On7
2055087025692042640,vivo,Y33
-3734108900341367482,OPPO,R7 Plus
3117643257651269635,三星,A298t
-6410664172339339682,三星,Galaxy Mega 6.3
-4344293955786592442,三星,黄金斗士A8
4991296239456269653,华为,荣耀畅玩4X
9156247712843257695,三星,Galaxy Note 2
4314298830748839830,小米,小米4C
-4391801599177113972,华为,荣耀7
3424010501116254409,vivo,X5Pro
6791359288701062043,三星,Galaxy Premier
-823372411282412471,三星,Galaxy S6 Edge
2611486204598767235,vivo,X5Pro
-6737874250752233149,魅族,魅蓝
-8962193773965130413,小米,MI 3
-501913843896997071,乐视,超级手机1 Pro
4780740187736998974,华为,荣耀4A
8078021034162041769,小米,红米note
5869277988555563261,联想 ,小鲜2
7367053714445949648,OPPO,Find 5
3811600574260039651,华为,荣耀6 Plus
-2970707922116893185,小米,红米note
-8979774030436722124,小米,红米note
-685897447981340725,魅族,MX5
-4445549989678696248,小米,红米note
-3348955061367484881,vivo,Y13
-237067193354715706,乐视,超级手机1s
3993949268665023851,华为,荣耀畅玩4X
3072127446952918733,OPPO,A31
-8983679973159637328,OPPO,R7
-9000158074514955671,三星,Galaxy S3
2442089173873990401,vivo,Y23L
8717948730549247198,三星,联想黄金斗士S8
7206040823259774476,小米,红米Note2
8426828171819325447,三星,A3800d
-484718502742754778,三星,Galaxy S2
-7000933628339327370,华为,Mate 7 青春版
778928086134533881,华为,G610C
-675764908371547942,华为,荣耀7i
-6855419192996000635,三星,A828t
-4293318793376132489,OPPO,R801
4579282829469342627,华为,荣耀畅玩5X
-9004923739248056646,三星,G7200
8791492685508079748,魅族,魅蓝NOTE
-2643847130926069523,小米,红米note
6539061382310922637,OPPO,R1C
3312002313158987913,小米,红米
3569266203912626599,小米,红米note增强版
6869377718528693668,三星,W999
6392968427362172811,三星,A399
8448367889589540837,华为,G620-L75
-2374800181752850509,OPPO,R7s
-6292927863809074628,酷派,F2
-2387146669682743094,小米,红米
4140173986252935293,三星,Galaxy Ace 3
-90260504488915230,华为,荣耀6
-8474133675254140587,三星,Galaxy Note 4
-1571387622183265700,华为,荣耀畅玩4X
2830779420791932491,酷派,ivvi K1 mini
-2595201267224508796,OPPO,A33
-5581312435051795397,小米,红米note
-8855739346611144745,乐视,超级手机1 Pro
3550361452203930795,小米,红米1S
-1989434436160243244,华为,荣耀畅玩4X
7780336100660360801,三星,Galaxy Mega Plus
1216553230333956199,三星,Galaxy Note 3
-4177284235330745708,酷派,大神F2
1829949872493133743,华为,Ascend P6
-4002704520743544968,三星,Galaxy Grand Prime
5145080141383413569,小米,红米Note3
73517503379296058,小米,MI 2S
7726544606805995947,华为,荣耀畅玩5X
-2550804361662211412,华为,Y3100
6491064614616838227,三星,Galaxy Note 2
-2901557666053546142,OPPO,R3
6797148882411420811,唯米,P9
-399911460630333064,小米,红米2A
-228823454703699351,小米,MI 4
-3219549566367862116,vivo,Y913
630807814988411195,酷派,大神F1Plus
900049888398340205,小米,红米1S
-195605702089330582,乐视,超级手机1s
-8492708236743834627,vivo,Y22L
2018422629611144737,华为,麦芒4
8108115624082225484,vivo,Y33
4868973126777373677,华为,荣耀畅玩4C
-1310993258253801373,酷派,F2
326998491026179634,OPPO,A31
7583068080687580985,魅族,MX3
6031670259308892536,小米,MI 4
8312028099719303812,vivo,Y13iL
-6109755694617166186,小米,MI 4
2375107072732407284,vivo,Y37
-200618127184488534,三星,Galaxy Trend DUOS 2
-2044604982384663729,华为,Mate 7
-2719656476544057972,小米,MI 4
6217812053967623922,联想 ,Q505T
-2371731799562008119,OPPO,R830
2145997917518335520,酷派,大神F1Plus
1971186433119775449,华为,Ascend P8
4028999753529178577,OPPO,R7s
-2920549332831478222,小米,MI pad
-5510331127162554873,OPPO,R819T
-4098480599385479752,小米,红米2A
-7373511204930663339,小米,MI One Plus
3154632299812741927,华为,荣耀畅玩4C
-758111605635985274,OPPO,R827T
2466724883993945256,小米,红米note
-4699218863618718727,小米,MI 2S
4314588883870317462,中国移动,N1 max
3903419713018947591,酷派,锋尚2
-8821025418003344169,华为,Mate S
-1322777606884160612,vivo,Y17T
1043747411273493365,三星,Galaxy A8
2613114608943983863,一加,Two
6298589708973200790,华为,Ascend P7
-5914858420827294366,小米,小米4C
-7734423124948661282,小米,红米note
-2771832986155497330,努比亚,Z9
3272593399691308330,小米,MI 4
4557465565573637784,小米,MI 2A
-6124673588532550306,三星,黄金斗士Note8
-6667541742534913845,三星,三星big foot
1994712883009496776,天语,Touch 3c
-7242642986125502710,小米,MI 4
-3706639583598569824,小米,红米Note3
-3047401123045202184,vivo,X5Max+
9054036650155324938,小米,MI 4
6419952248334275564,三星,Galaxy Note 3
767462161840698299,三星,A750
1207729671781742835,小米,红米2
-6548467014529330852,三星,Galaxy Note 2
-1338109191428902325,OPPO,Find 7
5263035286059638887,OPPO,R819T
7582814073650041628,魅族,MX4
-657145845328002322,三星,Galaxy Win
4935513482126436685,联想 ,威武3C
-7586272956075856264,三星,Galaxy J5
-4471755786752471112,三星,Galaxy Note
-7442953899789600243,努比亚,Z7 Max
8701807937398362572,魅族,魅蓝Note 2
-2161735588354551434,OPPO,A53
1134061142500165016,vivo,Xplay3S
5938842225020885494,乐视,超级手机1 Pro
-3791377611270347569,华为,G610T
-7779355161351260117,三星,Galaxy Style DUOS
143964992887030235,酷派,大神F1
9001449587810986982,酷派,大神Note3
-7988551955067866524,锤子,T1
-7156536449967467542,摩托罗拉,Moto X
8127731278471067256,小米,红米
-3966924996215444372,酷派,8190Q
3989141369696398328,小米,F303
-5164044310652303642,小米,MI 4
5195649898934680191,小米,MI 3
4930722808526856323,OPPO,U705T
-2639103037412224785,魅族,魅蓝Note 2
1761897841329324937,华为,Ascend P7
-72054968682620103,HTC,Desire 816
-1198276771900530411,小米,红米Note2
5997146209540508779,乐视,超级手机Max
-8819713252265366787,HTC,One max
-4246105246810962684,三星,Galaxy Note 3
-5383325905680834801,LG,Nexus 5
-896233043109383776,朵唯,S2y
-3725663037306964087,三星,Galaxy S6 Edge
6833008141501602835,三星,Galaxy Note 5
4398726031703039661,小米,F103
-4047577743564767587,三星,Galaxy A5
-326515441266617350,华为,Ascend P7
-339289742062596546,小米,MI 2S
3848445069818859697,华为,G7 Plus
6533104340804968614,vivo,Y17T
-222579723692621400,小米,MI 4
-8052307300341617996,vivo,Y23L
1883530147802178922,乐视,超级手机1s
4706283091949444880,华为,荣耀6 Plus
-2078157152998227219,华为,Ascend G700T
769666885981222881,华为,荣耀畅玩5X
-5618444681679953907,华为,荣耀6
1171266689280856600,三星,Galaxy Note
-2986777560371526640,小米,红米note
5108657417022735636,三星,A670t
2722272668532238487,vivo,Y13
5578384620146939339,vivo,Xplay
-6604602592506186509,OPPO,Find 7
-2888712181947200837,小米,红米1S
-114522751305985137,酷派,5360
-4582993541838506046,华为,MediaPad M2-803L
2068319902442426340,vivo,Xperia Z1
-2483998793564536277,华为,荣耀6
5345361795554032737,小米,红米Note2
-1188319131005166378,三星,Galaxy Note 2
494952642909542433,小米,note顶配版
-8440736848851076645,华为,荣耀平板T1-823L
5288966906971067946,华为,荣耀畅玩5
1394652953084726216,三星,Galaxy S3
1058759295445290414,魅族,魅蓝2
533725674249942975,小米,红米note
-5761657989604195458,小米,红米Note3
-6345421022358872534,三星,Galaxy Note 4
-3899168880365989583,三星,Galaxy A7
7664365537041118365,小米,小米4C
-6652785021113062965,酷派,7295C
-7302378995866155729,三星,A560
-1445487424112423225,OPPO,1107
7617945273846644714,华为,Y511-U00
-8360016948008342637,小米,MI 2S
7666472937090614650,三星,Galaxy S2
-9010165608919945877,小米,红米
8161280545946460860,小米,红米
-7794088086432819264,vivo,Y18L
8177039011795438667,魅族,MX4 Pro
-469416812455759943,华为,G510
-1944054045595944825,三星,Galaxy S3
-4784102995664449401,vivo,X3L
2570191845145657383,小米,note顶配版
1899885767277717849,ZUK,Z1
-9032211755873394370,华为,荣耀6
3054494495570505175,小米,红米note
-1283569593189141734,华为,荣耀3X畅玩版
2376237206699377066,华为,荣耀畅玩4X
-1089317385822057492,三星,Galaxy S3
3284341810039733445,华为,荣耀畅玩4C运动版
-4811520208152608696,vivo,X3L
-4676747836498985794,三星,Galaxy S4
2643295377579398820,小米,MI 4
1369207399564570272,OPPO,R831S
-4874398500316948658,OPPO,R2017
-6105824938050442298,HTC,One
2079966766310562433,OPPO,Find 5
-2184491441383803458,魅族,MX4 Pro
-4838120907552104890,三星,S810t
8396386813236922042,一加,X
-125164008754400499,三星,Galaxy S4
-6653872200956633699,小米,note顶配版
-4962193004368015635,三星,Galaxy Note 2
7527334339595636304,三星,Galaxy A5
6977068616658454503,小米,MI 2S
4240455344165572775,一加,One
-5025923999763234681,OPPO,A33
-2731467344269239943,三星,Galaxy Note 3
-4538666689945903793,小米,小米4C
5004539213388738971,小米,红米Note2
7871844794789717985,TCL,P332U
1230319936512656518,vivo,X5L
7366701704063152773,小米,红米Note2
4413952447266857593,OPPO,R7 Plus
645924816259950425,三星,Galaxy Note 3
1919923598169961685,酷派,8021
6970621192629482302,华为,荣耀7i
-3618814905543927293,魅族,PRO5
-718135645198578808,小米,红米Note2
8114639702153738040,vivo,X3T
5494312825483504174,小米,红米note增强版
4703453789190145504,小米,红米2A
5596938592223994930,海信,D2-M
9150315175564666386,vivo,Y13L
-6012462342452837776,三星,Galaxy Mega 5.8
5728555278947070612,酷珀,L128
1903419764748420817,OPPO,1107
6814689931274139083,三星,Galaxy J7
4831932606746720624,小米,MI 2
8280302164344476417,小米,红米Note3
4277972976677872232,小米,红米Note2
7932715548414584595,三星,Galaxy Note 3
1674095777510193230,朵唯,D350
7415149084047470187,梦米,P6
673127535294089499,小米,红米note
5361444852636405029,OPPO,R3
-6661827110411018298,魅族,魅蓝Note 2
-5864571194971222400,三星,联想黄金斗士S8
-6013221653452941260,三星,G7200
-5372122105740110539,三星,Galaxy S6 Edge+
-3462835579013728113,华为,G610T
-1342932659007260065,酷派,大神Note3
8697171391816058950,华为,荣耀6
-2994378889303682315,小米,红米2A
-3574616037655288763,小米,红米note
-7919798489737092851,OPPO,R830
4975027754155104472,三星,Galaxy S4
-1823917677711236576,三星,Galaxy Golden
5636222165520521678,魅族,魅蓝Note 2
8942854449112844921,三星,Galaxy Mega Plus
7899404542566712567,OPPO,R3
-7590433542793647115,三星,Galaxy J7
4779132281616646748,小米,MI 4
-144511341137858477,小米,小米4C
-1961289017429081424,OPPO,R7s
-4595652966664114978,OPPO,Find 5
-933856705115457171,华为,荣耀6
-3372242862991752937,三星,Galaxy S4
-1253294471010814816,三星,Galaxy S4
5207274856811052190,OPPO,R7
-8185901459059539249,华为,麦芒4
-6272309207418365064,语信,小辣椒 X3
8458087430258677991,三星,I9050
-8553745206796447682,大显,7i
-3782770193325698611,小米,小米4C
2769649981881779024,华为,荣耀畅玩5
-9142619273134023303,华为,荣耀6 Plus
5789938595176888221,华为,荣耀3X畅玩版
-5786019858595330458,小米,红米2
5835806439097557833,中国移动,N1
7617247057471466637,三星,Galaxy Mega 6.3
4596867855853406332,OPPO,R823T
